States,Year,CAUSE,Male,Female,Total,Lat,Long
TRIPURA,2012,Others (Please Specify),79,7,86,23.83540428,91.27999914
UTTAR PRADESH,2001,Truck/Lorry (Government),100,33,133,27.59998069,78.05000565
UTTAR PRADESH,2001,Truck/Lorry (Private),1792,215,2007,27.59998069,78.05000565
UTTAR PRADESH,2001,Bus (Government),400,67,467,27.59998069,78.05000565
UTTAR PRADESH,2001,Bus (Private),696,99,795,27.59998069,78.05000565
UTTAR PRADESH,2001,Tempo/Vans (Government),9,4,13,27.59998069,78.05000565
UTTAR PRADESH,2001,Tempo/Vans (Private),635,111,746,27.59998069,78.05000565
UTTAR PRADESH,2001,Jeep (Government),21,5,26,27.59998069,78.05000565
UTTAR PRADESH,2001,Jeep (Private),1283,139,1422,27.59998069,78.05000565
UTTAR PRADESH,2001,Car (Government),35,13,48,27.59998069,78.05000565
UTTAR PRADESH,2001,Car (Private),531,113,644,27.59998069,78.05000565
UTTAR PRADESH,2001,Three Wheeler,362,77,439,27.59998069,78.05000565
UTTAR PRADESH,2001,Two Wheeler,683,80,763,27.59998069,78.05000565
UTTAR PRADESH,2001,Bicycle,379,24,403,27.59998069,78.05000565
UTTAR PRADESH,2001,Pedestrian,718,242,960,27.59998069,78.05000565
UTTAR PRADESH,2001,Others (Please Specify),284,46,330,27.59998069,78.05000565
UTTAR PRADESH,2002,Truck/Lorry (Government),158,63,221,27.59998069,78.05000565
UTTAR PRADESH,2002,Truck/Lorry (Private),2040,164,2204,27.59998069,78.05000565
UTTAR PRADESH,2002,Bus (Government),208,25,233,27.59998069,78.05000565
UTTAR PRADESH,2002,Bus (Private),778,136,914,27.59998069,78.05000565
UTTAR PRADESH,2002,Tempo/Vans (Government),47,3,50,27.59998069,78.05000565
UTTAR PRADESH,2002,Tempo/Vans (Private),636,100,736,27.59998069,78.05000565
UTTAR PRADESH,2002,Jeep (Government),56,9,65,27.59998069,78.05000565
UTTAR PRADESH,2002,Jeep (Private),1166,194,1360,27.59998069,78.05000565
UTTAR PRADESH,2002,Car (Government),27,6,33,27.59998069,78.05000565
UTTAR PRADESH,2002,Car (Private),550,114,664,27.59998069,78.05000565
UTTAR PRADESH,2002,Three Wheeler,298,57,355,27.59998069,78.05000565
UTTAR PRADESH,2002,Two Wheeler,861,178,1039,27.59998069,78.05000565
UTTAR PRADESH,2002,Bicycle,394,44,438,27.59998069,78.05000565
UTTAR PRADESH,2002,Pedestrian,614,154,768,27.59998069,78.05000565
UTTAR PRADESH,2002,Others (Please Specify),308,57,365,27.59998069,78.05000565
UTTAR PRADESH,2003,Truck/Lorry (Government),95,8,103,27.59998069,78.05000565
UTTAR PRADESH,2003,Truck/Lorry (Private),1373,202,1575,27.59998069,78.05000565
UTTAR PRADESH,2003,Bus (Government),52,9,61,27.59998069,78.05000565
UTTAR PRADESH,2003,Bus (Private),729,168,897,27.59998069,78.05000565
UTTAR PRADESH,2003,Tempo/Vans (Government),12,2,14,27.59998069,78.05000565
UTTAR PRADESH,2003,Tempo/Vans (Private),472,78,550,27.59998069,78.05000565
UTTAR PRADESH,2003,Jeep (Government),8,1,9,27.59998069,78.05000565
UTTAR PRADESH,2003,Jeep (Private),967,204,1171,27.59998069,78.05000565
UTTAR PRADESH,2003,Car (Government),9,2,11,27.59998069,78.05000565
UTTAR PRADESH,2003,Car (Private),392,69,461,27.59998069,78.05000565
UTTAR PRADESH,2003,Three Wheeler,296,52,348,27.59998069,78.05000565
UTTAR PRADESH,2003,Two Wheeler,1071,157,1228,27.59998069,78.05000565
UTTAR PRADESH,2003,Bicycle,494,15,509,27.59998069,78.05000565
UTTAR PRADESH,2003,Pedestrian,631,90,721,27.59998069,78.05000565
UTTAR PRADESH,2003,Others (Please Specify),249,30,279,27.59998069,78.05000565
UTTAR PRADESH,2004,Truck/Lorry (Government),59,15,74,27.59998069,78.05000565
UTTAR PRADESH,2004,Truck/Lorry (Private),2124,345,2469,27.59998069,78.05000565
UTTAR PRADESH,2004,Bus (Government),405,100,505,27.59998069,78.05000565
UTTAR PRADESH,2004,Bus (Private),404,76,480,27.59998069,78.05000565
UTTAR PRADESH,2004,Tempo/Vans (Government),19,4,23,27.59998069,78.05000565
UTTAR PRADESH,2004,Tempo/Vans (Private),714,142,856,27.59998069,78.05000565
UTTAR PRADESH,2004,Jeep (Government),26,5,31,27.59998069,78.05000565
UTTAR PRADESH,2004,Jeep (Private),1093,246,1339,27.59998069,78.05000565
UTTAR PRADESH,2004,Car (Government),15,3,18,27.59998069,78.05000565
UTTAR PRADESH,2004,Car (Private),507,117,624,27.59998069,78.05000565
UTTAR PRADESH,2004,Three Wheeler,315,78,393,27.59998069,78.05000565
UTTAR PRADESH,2004,Two Wheeler,1304,235,1539,27.59998069,78.05000565
UTTAR PRADESH,2004,Bicycle,631,49,680,27.59998069,78.05000565
UTTAR PRADESH,2004,Pedestrian,681,195,876,27.59998069,78.05000565
UTTAR PRADESH,2004,Others (Please Specify),229,46,275,27.59998069,78.05000565
UTTAR PRADESH,2005,Truck/Lorry (Government),123,9,132,27.59998069,78.05000565
UTTAR PRADESH,2005,Truck/Lorry (Private),1833,286,2119,27.59998069,78.05000565
UTTAR PRADESH,2005,Bus (Government),147,33,180,27.59998069,78.05000565
UTTAR PRADESH,2005,Bus (Private),748,117,865,27.59998069,78.05000565
UTTAR PRADESH,2005,Tempo/Vans (Government),29,0,29,27.59998069,78.05000565
UTTAR PRADESH,2005,Tempo/Vans (Private),679,154,833,27.59998069,78.05000565
UTTAR PRADESH,2005,Jeep (Government),39,7,46,27.59998069,78.05000565
UTTAR PRADESH,2005,Jeep (Private),1147,178,1325,27.59998069,78.05000565
UTTAR PRADESH,2005,Car (Government),17,3,20,27.59998069,78.05000565
UTTAR PRADESH,2005,Car (Private),598,102,700,27.59998069,78.05000565
UTTAR PRADESH,2005,Three Wheeler,356,62,418,27.59998069,78.05000565
UTTAR PRADESH,2005,Two Wheeler,1302,271,1573,27.59998069,78.05000565
UTTAR PRADESH,2005,Bicycle,583,60,643,27.59998069,78.05000565
UTTAR PRADESH,2005,Pedestrian,583,136,719,27.59998069,78.05000565
UTTAR PRADESH,2005,Others (Please Specify),202,56,258,27.59998069,78.05000565
UTTAR PRADESH,2006,Truck/Lorry (Government),52,12,64,27.59998069,78.05000565
UTTAR PRADESH,2006,Truck/Lorry (Private),2301,394,2695,27.59998069,78.05000565
UTTAR PRADESH,2006,Bus (Government),637,114,751,27.59998069,78.05000565
UTTAR PRADESH,2006,Bus (Private),422,72,494,27.59998069,78.05000565
UTTAR PRADESH,2006,Tempo/Vans (Government),29,10,39,27.59998069,78.05000565
UTTAR PRADESH,2006,Tempo/Vans (Private),668,149,817,27.59998069,78.05000565
UTTAR PRADESH,2006,Jeep (Government),24,6,30,27.59998069,78.05000565
UTTAR PRADESH,2006,Jeep (Private),1283,204,1487,27.59998069,78.05000565
UTTAR PRADESH,2006,Car (Government),36,24,60,27.59998069,78.05000565
UTTAR PRADESH,2006,Car (Private),562,653,1215,27.59998069,78.05000565
UTTAR PRADESH,2006,Three Wheeler,398,63,461,27.59998069,78.05000565
UTTAR PRADESH,2006,Two Wheeler,1482,242,1724,27.59998069,78.05000565
UTTAR PRADESH,2006,Bicycle,554,63,617,27.59998069,78.05000565
UTTAR PRADESH,2006,Pedestrian,614,126,740,27.59998069,78.05000565
UTTAR PRADESH,2006,Others (Please Specify),276,50,326,27.59998069,78.05000565
UTTAR PRADESH,2007,Truck/Lorry (Government),163,41,204,27.59998069,78.05000565
UTTAR PRADESH,2007,Truck/Lorry (Private),2235,319,2554,27.59998069,78.05000565
UTTAR PRADESH,2007,Bus (Government),396,50,446,27.59998069,78.05000565
UTTAR PRADESH,2007,Bus (Private),766,117,883,27.59998069,78.05000565
UTTAR PRADESH,2007,Tempo/Vans (Government),76,28,104,27.59998069,78.05000565
UTTAR PRADESH,2007,Tempo/Vans (Private),783,142,925,27.59998069,78.05000565
UTTAR PRADESH,2007,Jeep (Government),111,16,127,27.59998069,78.05000565
UTTAR PRADESH,2007,Jeep (Private),1323,219,1542,27.59998069,78.05000565
UTTAR PRADESH,2007,Car (Government),36,6,42,27.59998069,78.05000565
UTTAR PRADESH,2007,Car (Private),723,162,885,27.59998069,78.05000565
UTTAR PRADESH,2007,Three Wheeler,504,78,582,27.59998069,78.05000565
UTTAR PRADESH,2007,Two Wheeler,1814,264,2078,27.59998069,78.05000565
UTTAR PRADESH,2007,Bicycle,669,48,717,27.59998069,78.05000565
UTTAR PRADESH,2007,Pedestrian,818,119,937,27.59998069,78.05000565
UTTAR PRADESH,2007,Others (Please Specify),431,98,529,27.59998069,78.05000565
UTTAR PRADESH,2008,Truck/Lorry (Government),134,25,159,27.59998069,78.05000565
UTTAR PRADESH,2008,Truck/Lorry (Private),2365,306,2671,27.59998069,78.05000565
UTTAR PRADESH,2008,Bus (Government),372,59,431,27.59998069,78.05000565
UTTAR PRADESH,2008,Bus (Private),558,116,674,27.59998069,78.05000565
UTTAR PRADESH,2008,Tempo/Vans (Government),14,2,16,27.59998069,78.05000565
UTTAR PRADESH,2008,Tempo/Vans (Private),849,144,993,27.59998069,78.05000565
UTTAR PRADESH,2008,Jeep (Government),21,11,32,27.59998069,78.05000565
UTTAR PRADESH,2008,Jeep (Private),1270,206,1476,27.59998069,78.05000565
UTTAR PRADESH,2008,Car (Government),28,8,36,27.59998069,78.05000565
UTTAR PRADESH,2008,Car (Private),929,139,1068,27.59998069,78.05000565
UTTAR PRADESH,2008,Three Wheeler,490,87,577,27.59998069,78.05000565
UTTAR PRADESH,2008,Two Wheeler,1779,341,2120,27.59998069,78.05000565
UTTAR PRADESH,2008,Bicycle,597,67,664,27.59998069,78.05000565
UTTAR PRADESH,2008,Pedestrian,761,138,899,27.59998069,78.05000565
UTTAR PRADESH,2008,Others (Please Specify),213,44,257,27.59998069,78.05000565
UTTAR PRADESH,2009,Truck/Lorry (Government),75,9,84,27.59998069,78.05000565
UTTAR PRADESH,2009,Truck/Lorry (Private),2413,285,2698,27.59998069,78.05000565
UTTAR PRADESH,2009,Bus (Government),199,64,263,27.59998069,78.05000565
UTTAR PRADESH,2009,Bus (Private),957,150,1107,27.59998069,78.05000565
UTTAR PRADESH,2009,Tempo/Vans (Government),23,0,23,27.59998069,78.05000565
UTTAR PRADESH,2009,Tempo/Vans (Private),914,213,1127,27.59998069,78.05000565
UTTAR PRADESH,2009,Jeep (Government),25,3,28,27.59998069,78.05000565
UTTAR PRADESH,2009,Jeep (Private),1463,247,1710,27.59998069,78.05000565
UTTAR PRADESH,2009,Car (Government),10,2,12,27.59998069,78.05000565
UTTAR PRADESH,2009,Car (Private),1138,149,1287,27.59998069,78.05000565
UTTAR PRADESH,2009,Three Wheeler,551,88,639,27.59998069,78.05000565
UTTAR PRADESH,2009,Two Wheeler,2428,378,2806,27.59998069,78.05000565
UTTAR PRADESH,2009,Bicycle,732,72,804,27.59998069,78.05000565
UTTAR PRADESH,2009,Pedestrian,1083,245,1328,27.59998069,78.05000565
UTTAR PRADESH,2009,Others (Please Specify),826,87,913,27.59998069,78.05000565
UTTAR PRADESH,2010,Truck/Lorry (Government),135,8,143,27.59998069,78.05000565
UTTAR PRADESH,2010,Truck/Lorry (Private),2825,432,3257,27.59998069,78.05000565
UTTAR PRADESH,2010,Bus (Government),235,67,302,27.59998069,78.05000565
UTTAR PRADESH,2010,Bus (Private),1039,223,1262,27.59998069,78.05000565
UTTAR PRADESH,2010,Tempo/Vans (Government),37,4,41,27.59998069,78.05000565
UTTAR PRADESH,2010,Tempo/Vans (Private),1219,253,1472,27.59998069,78.05000565
UTTAR PRADESH,2010,Jeep (Government),43,11,54,27.59998069,78.05000565
UTTAR PRADESH,2010,Jeep (Private),1341,255,1596,27.59998069,78.05000565
UTTAR PRADESH,2010,Car (Government),41,1,42,27.59998069,78.05000565
UTTAR PRADESH,2010,Car (Private),1057,212,1269,27.59998069,78.05000565
UTTAR PRADESH,2010,Three Wheeler,579,115,694,27.59998069,78.05000565
UTTAR PRADESH,2010,Two Wheeler,2198,361,2559,27.59998069,78.05000565
UTTAR PRADESH,2010,Bicycle,692,87,779,27.59998069,78.05000565
UTTAR PRADESH,2010,Pedestrian,832,179,1011,27.59998069,78.05000565
UTTAR PRADESH,2010,Others (Please Specify),540,78,618,27.59998069,78.05000565
UTTAR PRADESH,2011,Truck/Lorry (Government),57,12,69,27.59998069,78.05000565
UTTAR PRADESH,2011,Truck/Lorry (Private),2699,322,3021,27.59998069,78.05000565
UTTAR PRADESH,2011,Bus (Government),270,67,337,27.59998069,78.05000565
UTTAR PRADESH,2011,Bus (Private),835,195,1030,27.59998069,78.05000565
UTTAR PRADESH,2011,Tempo/Vans (Government),43,27,70,27.59998069,78.05000565
UTTAR PRADESH,2011,Tempo/Vans (Private),1053,217,1270,27.59998069,78.05000565
UTTAR PRADESH,2011,Jeep (Government),23,4,27,27.59998069,78.05000565
UTTAR PRADESH,2011,Jeep (Private),1062,224,1286,27.59998069,78.05000565
UTTAR PRADESH,2011,Car (Government),20,3,23,27.59998069,78.05000565
UTTAR PRADESH,2011,Car (Private),1149,231,1380,27.59998069,78.05000565
UTTAR PRADESH,2011,Three Wheeler,682,148,830,27.59998069,78.05000565
UTTAR PRADESH,2011,Two Wheeler,2459,361,2820,27.59998069,78.05000565
UTTAR PRADESH,2011,Bicycle,701,110,811,27.59998069,78.05000565
UTTAR PRADESH,2011,Pedestrian,1118,297,1415,27.59998069,78.05000565
UTTAR PRADESH,2011,Others (Please Specify),502,105,607,27.59998069,78.05000565
UTTAR PRADESH,2012,Truck/Lorry (Government),192,27,219,27.59998069,78.05000565
UTTAR PRADESH,2012,Truck/Lorry (Private),2968,384,3352,27.59998069,78.05000565
UTTAR PRADESH,2012,Bus (Government),593,107,700,27.59998069,78.05000565
UTTAR PRADESH,2012,Bus (Private),894,190,1084,27.59998069,78.05000565
UTTAR PRADESH,2012,Tempo/Vans (Government),19,8,27,27.59998069,78.05000565
UTTAR PRADESH,2012,Tempo/Vans (Private),907,261,1168,27.59998069,78.05000565
UTTAR PRADESH,2012,Jeep (Government),88,5,93,27.59998069,78.05000565
UTTAR PRADESH,2012,Jeep (Private),1128,262,1390,27.59998069,78.05000565
UTTAR PRADESH,2012,Car (Government),60,7,67,27.59998069,78.05000565
UTTAR PRADESH,2012,Car (Private),1078,184,1262,27.59998069,78.05000565
UTTAR PRADESH,2012,Three Wheeler,758,155,913,27.59998069,78.05000565
UTTAR PRADESH,2012,Two Wheeler,2328,360,2688,27.59998069,78.05000565
UTTAR PRADESH,2012,Bicycle,559,52,611,27.59998069,78.05000565
UTTAR PRADESH,2012,Pedestrian,672,126,798,27.59998069,78.05000565
UTTAR PRADESH,2012,Others (Please Specify),643,94,737,27.59998069,78.05000565
UTTARAKHAND,2001,Truck/Lorry (Government),8,1,9,30.32040895,78.05000565
UTTARAKHAND,2001,Truck/Lorry (Private),98,12,110,30.32040895,78.05000565
UTTARAKHAND,2001,Bus (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2001,Bus (Private),111,38,149,30.32040895,78.05000565
UTTARAKHAND,2001,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2001,Tempo/Vans (Private),42,14,56,30.32040895,78.05000565
UTTARAKHAND,2001,Jeep (Government),1,2,3,30.32040895,78.05000565
UTTARAKHAND,2001,Jeep (Private),110,34,144,30.32040895,78.05000565
UTTARAKHAND,2001,Car (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2001,Car (Private),39,8,47,30.32040895,78.05000565
UTTARAKHAND,2001,Three Wheeler,51,13,64,30.32040895,78.05000565
UTTARAKHAND,2001,Two Wheeler,78,10,88,30.32040895,78.05000565
UTTARAKHAND,2001,Bicycle,7,0,7,30.32040895,78.05000565
UTTARAKHAND,2001,Pedestrian,30,6,36,30.32040895,78.05000565
UTTARAKHAND,2001,Others (Please Specify),48,20,68,30.32040895,78.05000565
UTTARAKHAND,2002,Truck/Lorry (Government),15,0,15,30.32040895,78.05000565
UTTARAKHAND,2002,Truck/Lorry (Private),157,4,161,30.32040895,78.05000565
UTTARAKHAND,2002,Bus (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2002,Bus (Private),115,35,150,30.32040895,78.05000565
UTTARAKHAND,2002,Tempo/Vans (Government),1,0,1,30.32040895,78.05000565
UTTARAKHAND,2002,Tempo/Vans (Private),33,5,38,30.32040895,78.05000565
UTTARAKHAND,2002,Jeep (Government),3,3,6,30.32040895,78.05000565
UTTARAKHAND,2002,Jeep (Private),92,10,102,30.32040895,78.05000565
UTTARAKHAND,2002,Car (Government),0,1,1,30.32040895,78.05000565
UTTARAKHAND,2002,Car (Private),36,9,45,30.32040895,78.05000565
UTTARAKHAND,2002,Three Wheeler,14,2,16,30.32040895,78.05000565
UTTARAKHAND,2002,Two Wheeler,56,7,63,30.32040895,78.05000565
UTTARAKHAND,2002,Bicycle,7,0,7,30.32040895,78.05000565
UTTARAKHAND,2002,Pedestrian,38,10,48,30.32040895,78.05000565
UTTARAKHAND,2002,Others (Please Specify),47,5,52,30.32040895,78.05000565
UTTARAKHAND,2003,Truck/Lorry (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2003,Truck/Lorry (Private),149,10,159,30.32040895,78.05000565
UTTARAKHAND,2003,Bus (Government),8,1,9,30.32040895,78.05000565
UTTARAKHAND,2003,Bus (Private),72,24,96,30.32040895,78.05000565
UTTARAKHAND,2003,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2003,Tempo/Vans (Private),25,0,25,30.32040895,78.05000565
UTTARAKHAND,2003,Jeep (Government),1,0,1,30.32040895,78.05000565
UTTARAKHAND,2003,Jeep (Private),132,31,163,30.32040895,78.05000565
UTTARAKHAND,2003,Car (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2003,Car (Private),75,29,104,30.32040895,78.05000565
UTTARAKHAND,2003,Three Wheeler,9,2,11,30.32040895,78.05000565
UTTARAKHAND,2003,Two Wheeler,52,2,54,30.32040895,78.05000565
UTTARAKHAND,2003,Bicycle,4,0,4,30.32040895,78.05000565
UTTARAKHAND,2003,Pedestrian,24,4,28,30.32040895,78.05000565
UTTARAKHAND,2003,Others (Please Specify),56,10,66,30.32040895,78.05000565
UTTARAKHAND,2004,Truck/Lorry (Government),5,0,5,30.32040895,78.05000565
UTTARAKHAND,2004,Truck/Lorry (Private),211,13,224,30.32040895,78.05000565
UTTARAKHAND,2004,Bus (Government),33,6,39,30.32040895,78.05000565
UTTARAKHAND,2004,Bus (Private),170,27,197,30.32040895,78.05000565
UTTARAKHAND,2004,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2004,Tempo/Vans (Private),62,9,71,30.32040895,78.05000565
UTTARAKHAND,2004,Jeep (Government),3,0,3,30.32040895,78.05000565
UTTARAKHAND,2004,Jeep (Private),93,11,104,30.32040895,78.05000565
UTTARAKHAND,2004,Car (Government),1,0,1,30.32040895,78.05000565
UTTARAKHAND,2004,Car (Private),66,10,76,30.32040895,78.05000565
UTTARAKHAND,2004,Three Wheeler,14,1,15,30.32040895,78.05000565
UTTARAKHAND,2004,Two Wheeler,79,5,84,30.32040895,78.05000565
UTTARAKHAND,2004,Bicycle,8,1,9,30.32040895,78.05000565
UTTARAKHAND,2004,Pedestrian,15,4,19,30.32040895,78.05000565
UTTARAKHAND,2004,Others (Please Specify),71,13,84,30.32040895,78.05000565
UTTARAKHAND,2005,Truck/Lorry (Government),6,0,6,30.32040895,78.05000565
UTTARAKHAND,2005,Truck/Lorry (Private),157,22,179,30.32040895,78.05000565
UTTARAKHAND,2005,Bus (Government),8,3,11,30.32040895,78.05000565
UTTARAKHAND,2005,Bus (Private),158,27,185,30.32040895,78.05000565
UTTARAKHAND,2005,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2005,Tempo/Vans (Private),33,4,37,30.32040895,78.05000565
UTTARAKHAND,2005,Jeep (Government),0,1,1,30.32040895,78.05000565
UTTARAKHAND,2005,Jeep (Private),87,22,109,30.32040895,78.05000565
UTTARAKHAND,2005,Car (Government),9,0,9,30.32040895,78.05000565
UTTARAKHAND,2005,Car (Private),79,8,87,30.32040895,78.05000565
UTTARAKHAND,2005,Three Wheeler,34,2,36,30.32040895,78.05000565
UTTARAKHAND,2005,Two Wheeler,55,2,57,30.32040895,78.05000565
UTTARAKHAND,2005,Bicycle,8,0,8,30.32040895,78.05000565
UTTARAKHAND,2005,Pedestrian,29,9,38,30.32040895,78.05000565
UTTARAKHAND,2005,Others (Please Specify),95,11,106,30.32040895,78.05000565
UTTARAKHAND,2006,Truck/Lorry (Government),4,0,4,30.32040895,78.05000565
UTTARAKHAND,2006,Truck/Lorry (Private),207,37,244,30.32040895,78.05000565
UTTARAKHAND,2006,Bus (Government),5,0,5,30.32040895,78.05000565
UTTARAKHAND,2006,Bus (Private),143,33,176,30.32040895,78.05000565
UTTARAKHAND,2006,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2006,Tempo/Vans (Private),35,9,44,30.32040895,78.05000565
UTTARAKHAND,2006,Jeep (Government),0,1,1,30.32040895,78.05000565
UTTARAKHAND,2006,Jeep (Private),81,13,94,30.32040895,78.05000565
UTTARAKHAND,2006,Car (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2006,Car (Private),78,17,95,30.32040895,78.05000565
UTTARAKHAND,2006,Three Wheeler,16,5,21,30.32040895,78.05000565
UTTARAKHAND,2006,Two Wheeler,89,5,94,30.32040895,78.05000565
UTTARAKHAND,2006,Bicycle,9,0,9,30.32040895,78.05000565
UTTARAKHAND,2006,Pedestrian,21,5,26,30.32040895,78.05000565
UTTARAKHAND,2006,Others (Please Specify),134,28,162,30.32040895,78.05000565
UTTARAKHAND,2007,Truck/Lorry (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2007,Truck/Lorry (Private),187,28,215,30.32040895,78.05000565
UTTARAKHAND,2007,Bus (Government),3,0,3,30.32040895,78.05000565
UTTARAKHAND,2007,Bus (Private),142,63,205,30.32040895,78.05000565
UTTARAKHAND,2007,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2007,Tempo/Vans (Private),31,9,40,30.32040895,78.05000565
UTTARAKHAND,2007,Jeep (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2007,Jeep (Private),86,29,115,30.32040895,78.05000565
UTTARAKHAND,2007,Car (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2007,Car (Private),87,25,112,30.32040895,78.05000565
UTTARAKHAND,2007,Three Wheeler,24,8,32,30.32040895,78.05000565
UTTARAKHAND,2007,Two Wheeler,78,4,82,30.32040895,78.05000565
UTTARAKHAND,2007,Bicycle,3,0,3,30.32040895,78.05000565
UTTARAKHAND,2007,Pedestrian,27,2,29,30.32040895,78.05000565
UTTARAKHAND,2007,Others (Please Specify),118,19,137,30.32040895,78.05000565
UTTARAKHAND,2008,Truck/Lorry (Government),10,0,10,30.32040895,78.05000565
UTTARAKHAND,2008,Truck/Lorry (Private),183,21,204,30.32040895,78.05000565
UTTARAKHAND,2008,Bus (Government),24,5,29,30.32040895,78.05000565
UTTARAKHAND,2008,Bus (Private),145,54,199,30.32040895,78.05000565
UTTARAKHAND,2008,Tempo/Vans (Government),2,2,4,30.32040895,78.05000565
UTTARAKHAND,2008,Tempo/Vans (Private),79,14,93,30.32040895,78.05000565
UTTARAKHAND,2008,Jeep (Government),12,2,14,30.32040895,78.05000565
UTTARAKHAND,2008,Jeep (Private),91,21,112,30.32040895,78.05000565
UTTARAKHAND,2008,Car (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2008,Car (Private),77,21,98,30.32040895,78.05000565
UTTARAKHAND,2008,Three Wheeler,38,4,42,30.32040895,78.05000565
UTTARAKHAND,2008,Two Wheeler,84,18,102,30.32040895,78.05000565
UTTARAKHAND,2008,Bicycle,8,1,9,30.32040895,78.05000565
UTTARAKHAND,2008,Pedestrian,40,4,44,30.32040895,78.05000565
UTTARAKHAND,2008,Others (Please Specify),88,19,107,30.32040895,78.05000565
UTTARAKHAND,2009,Truck/Lorry (Government),1,0,1,30.32040895,78.05000565
UTTARAKHAND,2009,Truck/Lorry (Private),167,13,180,30.32040895,78.05000565
UTTARAKHAND,2009,Bus (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2009,Bus (Private),109,26,135,30.32040895,78.05000565
UTTARAKHAND,2009,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2009,Tempo/Vans (Private),40,5,45,30.32040895,78.05000565
UTTARAKHAND,2009,Jeep (Government),2,0,2,30.32040895,78.05000565
UTTARAKHAND,2009,Jeep (Private),91,16,107,30.32040895,78.05000565
UTTARAKHAND,2009,Car (Government),6,4,10,30.32040895,78.05000565
UTTARAKHAND,2009,Car (Private),40,8,48,30.32040895,78.05000565
UTTARAKHAND,2009,Three Wheeler,15,3,18,30.32040895,78.05000565
UTTARAKHAND,2009,Two Wheeler,87,9,96,30.32040895,78.05000565
UTTARAKHAND,2009,Bicycle,17,0,17,30.32040895,78.05000565
UTTARAKHAND,2009,Pedestrian,43,2,45,30.32040895,78.05000565
UTTARAKHAND,2009,Others (Please Specify),139,9,148,30.32040895,78.05000565
UTTARAKHAND,2010,Truck/Lorry (Government),11,0,11,30.32040895,78.05000565
UTTARAKHAND,2010,Truck/Lorry (Private),94,12,106,30.32040895,78.05000565
UTTARAKHAND,2010,Bus (Government),10,2,12,30.32040895,78.05000565
UTTARAKHAND,2010,Bus (Private),77,14,91,30.32040895,78.05000565
UTTARAKHAND,2010,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2010,Tempo/Vans (Private),43,8,51,30.32040895,78.05000565
UTTARAKHAND,2010,Jeep (Government),8,0,8,30.32040895,78.05000565
UTTARAKHAND,2010,Jeep (Private),53,18,71,30.32040895,78.05000565
UTTARAKHAND,2010,Car (Government),41,3,44,30.32040895,78.05000565
UTTARAKHAND,2010,Car (Private),86,35,121,30.32040895,78.05000565
UTTARAKHAND,2010,Three Wheeler,25,9,34,30.32040895,78.05000565
UTTARAKHAND,2010,Two Wheeler,175,21,196,30.32040895,78.05000565
UTTARAKHAND,2010,Bicycle,21,3,24,30.32040895,78.05000565
UTTARAKHAND,2010,Pedestrian,55,8,63,30.32040895,78.05000565
UTTARAKHAND,2010,Others (Please Specify),80,5,85,30.32040895,78.05000565
UTTARAKHAND,2011,Truck/Lorry (Government),12,0,12,30.32040895,78.05000565
UTTARAKHAND,2011,Truck/Lorry (Private),158,13,171,30.32040895,78.05000565
UTTARAKHAND,2011,Bus (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2011,Bus (Private),20,33,53,30.32040895,78.05000565
UTTARAKHAND,2011,Tempo/Vans (Government),0,0,0,30.32040895,78.05000565
UTTARAKHAND,2011,Tempo/Vans (Private),138,22,160,30.32040895,78.05000565
UTTARAKHAND,2011,Jeep (Government),8,0,8,30.32040895,78.05000565
UTTARAKHAND,2011,Jeep (Private),23,5,28,30.32040895,78.05000565
UTTARAKHAND,2011,Car (Government),17,3,20,30.32040895,78.05000565
UTTARAKHAND,2011,Car (Private),65,14,79,30.32040895,78.05000565
UTTARAKHAND,2011,Three Wheeler,3,16,19,30.32040895,78.05000565
UTTARAKHAND,2011,Two Wheeler,161,14,175,30.32040895,78.05000565
UTTARAKHAND,2011,Bicycle,12,1,13,30.32040895,78.05000565
UTTARAKHAND,2011,Pedestrian,21,2,23,30.32040895,78.05000565
UTTARAKHAND,2011,Others (Please Specify),137,24,161,30.32040895,78.05000565
