States,Year,CAUSE,Male,Female,Total,Lat,Long
GUJARAT,2002,Jeep (Private),418,93,511,22.2587,71.1924
GUJARAT,2002,Car (Government),2,0,2,22.2587,71.1924
GUJARAT,2002,Car (Private),212,51,263,22.2587,71.1924
GUJARAT,2002,Three Wheeler,294,55,349,22.2587,71.1924
GUJARAT,2002,Two Wheeler,563,88,651,22.2587,71.1924
GUJARAT,2002,Bicycle,136,9,145,22.2587,71.1924
GUJARAT,2002,Pedestrian,523,98,621,22.2587,71.1924
GUJARAT,2002,Others (Please Specify),260,53,313,22.2587,71.1924
GUJARAT,2003,Truck/Lorry (Government),2,0,2,22.2587,71.1924
GUJARAT,2003,Truck/Lorry (Private),979,147,1126,22.2587,71.1924
GUJARAT,2003,Bus (Government),123,38,161,22.2587,71.1924
GUJARAT,2003,Bus (Private),170,40,210,22.2587,71.1924
GUJARAT,2003,Tempo/Vans (Government),0,0,0,22.2587,71.1924
GUJARAT,2003,Tempo/Vans (Private),273,61,334,22.2587,71.1924
GUJARAT,2003,Jeep (Government),6,4,10,22.2587,71.1924
GUJARAT,2003,Jeep (Private),444,119,563,22.2587,71.1924
GUJARAT,2003,Car (Government),4,2,6,22.2587,71.1924
GUJARAT,2003,Car (Private),251,89,340,22.2587,71.1924
GUJARAT,2003,Three Wheeler,272,80,352,22.2587,71.1924
GUJARAT,2003,Two Wheeler,549,97,646,22.2587,71.1924
GUJARAT,2003,Bicycle,149,12,161,22.2587,71.1924
GUJARAT,2003,Pedestrian,480,82,562,22.2587,71.1924
GUJARAT,2003,Others (Please Specify),296,44,340,22.2587,71.1924
GUJARAT,2004,Truck/Lorry (Government),9,1,10,22.2587,71.1924
GUJARAT,2004,Truck/Lorry (Private),943,110,1053,22.2587,71.1924
GUJARAT,2004,Bus (Government),109,30,139,22.2587,71.1924
GUJARAT,2004,Bus (Private),109,28,137,22.2587,71.1924
GUJARAT,2004,Tempo/Vans (Government),2,0,2,22.2587,71.1924
GUJARAT,2004,Tempo/Vans (Private),258,38,296,22.2587,71.1924
GUJARAT,2004,Jeep (Government),7,2,9,22.2587,71.1924
GUJARAT,2004,Jeep (Private),527,85,612,22.2587,71.1924
GUJARAT,2004,Car (Government),5,0,5,22.2587,71.1924
GUJARAT,2004,Car (Private),302,72,374,22.2587,71.1924
GUJARAT,2004,Three Wheeler,352,87,439,22.2587,71.1924
GUJARAT,2004,Two Wheeler,721,93,814,22.2587,71.1924
GUJARAT,2004,Bicycle,148,9,157,22.2587,71.1924
GUJARAT,2004,Pedestrian,473,106,579,22.2587,71.1924
GUJARAT,2004,Others (Please Specify),264,58,322,22.2587,71.1924
GUJARAT,2005,Truck/Lorry (Government),118,32,150,22.2587,71.1924
GUJARAT,2005,Truck/Lorry (Private),896,131,1027,22.2587,71.1924
GUJARAT,2005,Bus (Government),113,25,138,22.2587,71.1924
GUJARAT,2005,Bus (Private),170,40,210,22.2587,71.1924
GUJARAT,2005,Tempo/Vans (Government),10,47,57,22.2587,71.1924
GUJARAT,2005,Tempo/Vans (Private),312,60,372,22.2587,71.1924
GUJARAT,2005,Jeep (Government),29,7,36,22.2587,71.1924
GUJARAT,2005,Jeep (Private),474,104,578,22.2587,71.1924
GUJARAT,2005,Car (Government),17,6,23,22.2587,71.1924
GUJARAT,2005,Car (Private),299,54,353,22.2587,71.1924
GUJARAT,2005,Three Wheeler,347,97,444,22.2587,71.1924
GUJARAT,2005,Two Wheeler,778,123,901,22.2587,71.1924
GUJARAT,2005,Bicycle,125,8,133,22.2587,71.1924
GUJARAT,2005,Pedestrian,505,93,598,22.2587,71.1924
GUJARAT,2005,Others (Please Specify),211,33,244,22.2587,71.1924
GUJARAT,2006,Truck/Lorry (Government),6,2,8,22.2587,71.1924
GUJARAT,2006,Truck/Lorry (Private),1088,165,1253,22.2587,71.1924
GUJARAT,2006,Bus (Government),105,35,140,22.2587,71.1924
GUJARAT,2006,Bus (Private),185,77,262,22.2587,71.1924
GUJARAT,2006,Tempo/Vans (Government),5,0,5,22.2587,71.1924
GUJARAT,2006,Tempo/Vans (Private),293,93,386,22.2587,71.1924
GUJARAT,2006,Jeep (Government),20,4,24,22.2587,71.1924
GUJARAT,2006,Jeep (Private),545,150,695,22.2587,71.1924
GUJARAT,2006,Car (Government),7,3,10,22.2587,71.1924
GUJARAT,2006,Car (Private),290,74,364,22.2587,71.1924
GUJARAT,2006,Three Wheeler,362,145,507,22.2587,71.1924
GUJARAT,2006,Two Wheeler,799,151,950,22.2587,71.1924
GUJARAT,2006,Bicycle,132,10,142,22.2587,71.1924
GUJARAT,2006,Pedestrian,393,103,496,22.2587,71.1924
GUJARAT,2006,Others (Please Specify),282,75,357,22.2587,71.1924
GUJARAT,2007,Truck/Lorry (Government),24,10,34,22.2587,71.1924
GUJARAT,2007,Truck/Lorry (Private),1272,237,1509,22.2587,71.1924
GUJARAT,2007,Bus (Government),102,29,131,22.2587,71.1924
GUJARAT,2007,Bus (Private),271,91,362,22.2587,71.1924
GUJARAT,2007,Tempo/Vans (Government),2,0,2,22.2587,71.1924
GUJARAT,2007,Tempo/Vans (Private),384,97,481,22.2587,71.1924
GUJARAT,2007,Jeep (Government),8,2,10,22.2587,71.1924
GUJARAT,2007,Jeep (Private),606,164,770,22.2587,71.1924
GUJARAT,2007,Car (Government),3,1,4,22.2587,71.1924
GUJARAT,2007,Car (Private),332,91,423,22.2587,71.1924
GUJARAT,2007,Three Wheeler,400,88,488,22.2587,71.1924
GUJARAT,2007,Two Wheeler,881,176,1057,22.2587,71.1924
GUJARAT,2007,Bicycle,150,4,154,22.2587,71.1924
GUJARAT,2007,Pedestrian,457,83,540,22.2587,71.1924
GUJARAT,2007,Others (Please Specify),280,48,328,22.2587,71.1924
GUJARAT,2008,Truck/Lorry (Government),32,3,35,22.2587,71.1924
GUJARAT,2008,Truck/Lorry (Private),1229,192,1421,22.2587,71.1924
GUJARAT,2008,Bus (Government),136,67,203,22.2587,71.1924
GUJARAT,2008,Bus (Private),236,52,288,22.2587,71.1924
GUJARAT,2008,Tempo/Vans (Government),1,0,1,22.2587,71.1924
GUJARAT,2008,Tempo/Vans (Private),366,69,435,22.2587,71.1924
GUJARAT,2008,Jeep (Government),3,1,4,22.2587,71.1924
GUJARAT,2008,Jeep (Private),655,141,796,22.2587,71.1924
GUJARAT,2008,Car (Government),4,1,5,22.2587,71.1924
GUJARAT,2008,Car (Private),364,107,471,22.2587,71.1924
GUJARAT,2008,Three Wheeler,391,106,497,22.2587,71.1924
GUJARAT,2008,Two Wheeler,947,155,1102,22.2587,71.1924
GUJARAT,2008,Bicycle,150,11,161,22.2587,71.1924
GUJARAT,2008,Pedestrian,545,95,640,22.2587,71.1924
GUJARAT,2008,Others (Please Specify),277,50,327,22.2587,71.1924
GUJARAT,2009,Truck/Lorry (Government),5,0,5,22.2587,71.1924
GUJARAT,2009,Truck/Lorry (Private),1202,177,1379,22.2587,71.1924
GUJARAT,2009,Bus (Government),76,25,101,22.2587,71.1924
GUJARAT,2009,Bus (Private),237,67,304,22.2587,71.1924
GUJARAT,2009,Tempo/Vans (Government),12,0,12,22.2587,71.1924
GUJARAT,2009,Tempo/Vans (Private),405,78,483,22.2587,71.1924
GUJARAT,2009,Jeep (Government),6,1,7,22.2587,71.1924
GUJARAT,2009,Jeep (Private),712,225,937,22.2587,71.1924
GUJARAT,2009,Car (Government),3,1,4,22.2587,71.1924
GUJARAT,2009,Car (Private),552,103,655,22.2587,71.1924
GUJARAT,2009,Three Wheeler,409,146,555,22.2587,71.1924
GUJARAT,2009,Two Wheeler,1069,191,1260,22.2587,71.1924
GUJARAT,2009,Bicycle,140,15,155,22.2587,71.1924
GUJARAT,2009,Pedestrian,528,99,627,22.2587,71.1924
GUJARAT,2009,Others (Please Specify),351,79,430,22.2587,71.1924
GUJARAT,2010,Truck/Lorry (Government),9,1,10,22.2587,71.1924
GUJARAT,2010,Truck/Lorry (Private),1291,177,1468,22.2587,71.1924
GUJARAT,2010,Bus (Government),90,14,104,22.2587,71.1924
GUJARAT,2010,Bus (Private),310,72,382,22.2587,71.1924
GUJARAT,2010,Tempo/Vans (Government),4,0,4,22.2587,71.1924
GUJARAT,2010,Tempo/Vans (Private),384,84,468,22.2587,71.1924
GUJARAT,2010,Jeep (Government),6,2,8,22.2587,71.1924
GUJARAT,2010,Jeep (Private),642,153,795,22.2587,71.1924
GUJARAT,2010,Car (Government),2,1,3,22.2587,71.1924
GUJARAT,2010,Car (Private),630,107,737,22.2587,71.1924
GUJARAT,2010,Three Wheeler,534,126,660,22.2587,71.1924
GUJARAT,2010,Two Wheeler,1197,206,1403,22.2587,71.1924
GUJARAT,2010,Bicycle,147,16,163,22.2587,71.1924
GUJARAT,2010,Pedestrian,594,97,691,22.2587,71.1924
GUJARAT,2010,Others (Please Specify),413,75,488,22.2587,71.1924
GUJARAT,2011,Truck/Lorry (Government),12,1,13,22.2587,71.1924
GUJARAT,2011,Truck/Lorry (Private),1484,213,1697,22.2587,71.1924
GUJARAT,2011,Bus (Government),142,30,172,22.2587,71.1924
GUJARAT,2011,Bus (Private),353,73,426,22.2587,71.1924
GUJARAT,2011,Tempo/Vans (Government),16,0,16,22.2587,71.1924
GUJARAT,2011,Tempo/Vans (Private),381,90,471,22.2587,71.1924
GUJARAT,2011,Jeep (Government),17,2,19,22.2587,71.1924
GUJARAT,2011,Jeep (Private),642,149,791,22.2587,71.1924
GUJARAT,2011,Car (Government),6,0,6,22.2587,71.1924
GUJARAT,2011,Car (Private),651,159,810,22.2587,71.1924
GUJARAT,2011,Three Wheeler,598,139,737,22.2587,71.1924
GUJARAT,2011,Two Wheeler,1228,239,1467,22.2587,71.1924
GUJARAT,2011,Bicycle,168,15,183,22.2587,71.1924
GUJARAT,2011,Pedestrian,512,113,625,22.2587,71.1924
GUJARAT,2011,Others (Please Specify),470,103,573,22.2587,71.1924
GUJARAT,2012,Truck/Lorry (Government),12,5,17,22.2587,71.1924
GUJARAT,2012,Truck/Lorry (Private),1409,231,1640,22.2587,71.1924
GUJARAT,2012,Bus (Government),79,21,100,22.2587,71.1924
GUJARAT,2012,Bus (Private),329,84,413,22.2587,71.1924
GUJARAT,2012,Tempo/Vans (Government),4,0,4,22.2587,71.1924
GUJARAT,2012,Tempo/Vans (Private),525,91,616,22.2587,71.1924
GUJARAT,2012,Jeep (Government),22,4,26,22.2587,71.1924
GUJARAT,2012,Jeep (Private),620,147,767,22.2587,71.1924
GUJARAT,2012,Car (Government),26,0,26,22.2587,71.1924
GUJARAT,2012,Car (Private),740,147,887,22.2587,71.1924
GUJARAT,2012,Three Wheeler,579,128,707,22.2587,71.1924
GUJARAT,2012,Two Wheeler,1351,200,1551,22.2587,71.1924
GUJARAT,2012,Bicycle,92,8,100,22.2587,71.1924
GUJARAT,2012,Pedestrian,410,83,493,22.2587,71.1924
GUJARAT,2012,Others (Please Specify),441,67,508,22.2587,71.1924
HARYANA,2001,Truck/Lorry (Government),5,0,5,28.45000633,77.01999101
HARYANA,2001,Truck/Lorry (Private),512,46,558,28.45000633,77.01999101
HARYANA,2001,Bus (Government),120,28,148,28.45000633,77.01999101
HARYANA,2001,Bus (Private),72,16,88,28.45000633,77.01999101
HARYANA,2001,Tempo/Vans (Government),22,3,25,28.45000633,77.01999101
HARYANA,2001,Tempo/Vans (Private),89,18,107,28.45000633,77.01999101
HARYANA,2001,Jeep (Government),32,3,35,28.45000633,77.01999101
HARYANA,2001,Jeep (Private),168,26,194,28.45000633,77.01999101
HARYANA,2001,Car (Government),2,2,4,28.45000633,77.01999101
HARYANA,2001,Car (Private),199,47,246,28.45000633,77.01999101
HARYANA,2001,Three Wheeler,86,28,114,28.45000633,77.01999101
HARYANA,2001,Two Wheeler,215,43,258,28.45000633,77.01999101
HARYANA,2001,Bicycle,145,22,167,28.45000633,77.01999101
HARYANA,2001,Pedestrian,270,9,279,28.45000633,77.01999101
HARYANA,2001,Others (Please Specify),288,52,340,28.45000633,77.01999101
HARYANA,2002,Truck/Lorry (Government),5,0,5,28.45000633,77.01999101
HARYANA,2002,Truck/Lorry (Private),506,41,547,28.45000633,77.01999101
HARYANA,2002,Bus (Government),85,22,107,28.45000633,77.01999101
HARYANA,2002,Bus (Private),63,11,74,28.45000633,77.01999101
HARYANA,2002,Tempo/Vans (Government),3,1,4,28.45000633,77.01999101
HARYANA,2002,Tempo/Vans (Private),269,25,294,28.45000633,77.01999101
HARYANA,2002,Jeep (Government),2,2,4,28.45000633,77.01999101
HARYANA,2002,Jeep (Private),181,27,208,28.45000633,77.01999101
HARYANA,2002,Car (Government),1,0,1,28.45000633,77.01999101
HARYANA,2002,Car (Private),137,26,163,28.45000633,77.01999101
HARYANA,2002,Three Wheeler,75,24,99,28.45000633,77.01999101
HARYANA,2002,Two Wheeler,273,58,331,28.45000633,77.01999101
HARYANA,2002,Bicycle,50,8,58,28.45000633,77.01999101
HARYANA,2002,Pedestrian,191,46,237,28.45000633,77.01999101
HARYANA,2002,Others (Please Specify),261,41,302,28.45000633,77.01999101
HARYANA,2003,Truck/Lorry (Government),355,5,360,28.45000633,77.01999101
HARYANA,2003,Truck/Lorry (Private),408,45,453,28.45000633,77.01999101
HARYANA,2003,Bus (Government),115,18,133,28.45000633,77.01999101
HARYANA,2003,Bus (Private),37,9,46,28.45000633,77.01999101
HARYANA,2003,Tempo/Vans (Government),2,0,2,28.45000633,77.01999101
HARYANA,2003,Tempo/Vans (Private),84,19,103,28.45000633,77.01999101
HARYANA,2003,Jeep (Government),1,1,2,28.45000633,77.01999101
HARYANA,2003,Jeep (Private),275,45,320,28.45000633,77.01999101
HARYANA,2003,Car (Government),0,0,0,28.45000633,77.01999101
HARYANA,2003,Car (Private),186,47,233,28.45000633,77.01999101
HARYANA,2003,Three Wheeler,101,20,121,28.45000633,77.01999101
HARYANA,2003,Two Wheeler,356,66,422,28.45000633,77.01999101
HARYANA,2003,Bicycle,87,10,97,28.45000633,77.01999101
HARYANA,2003,Pedestrian,255,34,289,28.45000633,77.01999101
HARYANA,2003,Others (Please Specify),301,31,332,28.45000633,77.01999101
HARYANA,2004,Truck/Lorry (Government),15,0,15,28.45000633,77.01999101
HARYANA,2004,Truck/Lorry (Private),816,87,903,28.45000633,77.01999101
HARYANA,2004,Bus (Government),142,29,171,28.45000633,77.01999101
HARYANA,2004,Bus (Private),74,15,89,28.45000633,77.01999101
HARYANA,2004,Tempo/Vans (Government),12,1,13,28.45000633,77.01999101
HARYANA,2004,Tempo/Vans (Private),185,31,216,28.45000633,77.01999101
HARYANA,2004,Jeep (Government),1,0,1,28.45000633,77.01999101
HARYANA,2004,Jeep (Private),251,52,303,28.45000633,77.01999101
HARYANA,2004,Car (Government),4,0,4,28.45000633,77.01999101
HARYANA,2004,Car (Private),254,43,297,28.45000633,77.01999101
HARYANA,2004,Three Wheeler,93,18,111,28.45000633,77.01999101
HARYANA,2004,Two Wheeler,307,34,341,28.45000633,77.01999101
HARYANA,2004,Bicycle,64,9,73,28.45000633,77.01999101
HARYANA,2004,Pedestrian,254,42,296,28.45000633,77.01999101
HARYANA,2004,Others (Please Specify),392,28,420,28.45000633,77.01999101
HARYANA,2005,Truck/Lorry (Government),138,4,142,28.45000633,77.01999101
HARYANA,2005,Truck/Lorry (Private),432,28,460,28.45000633,77.01999101
HARYANA,2005,Bus (Government),75,20,95,28.45000633,77.01999101
HARYANA,2005,Bus (Private),86,14,100,28.45000633,77.01999101
HARYANA,2005,Tempo/Vans (Government),15,3,18,28.45000633,77.01999101
HARYANA,2005,Tempo/Vans (Private),135,17,152,28.45000633,77.01999101
HARYANA,2005,Jeep (Government),2,1,3,28.45000633,77.01999101
HARYANA,2005,Jeep (Private),247,29,276,28.45000633,77.01999101
HARYANA,2005,Car (Government),8,1,9,28.45000633,77.01999101
HARYANA,2005,Car (Private),290,50,340,28.45000633,77.01999101
HARYANA,2005,Three Wheeler,110,23,133,28.45000633,77.01999101
HARYANA,2005,Two Wheeler,431,54,485,28.45000633,77.01999101
HARYANA,2005,Bicycle,74,4,78,28.45000633,77.01999101
HARYANA,2005,Pedestrian,244,56,300,28.45000633,77.01999101
HARYANA,2005,Others (Please Specify),619,72,691,28.45000633,77.01999101
HARYANA,2006,Truck/Lorry (Government),67,4,71,28.45000633,77.01999101
HARYANA,2006,Truck/Lorry (Private),634,47,681,28.45000633,77.01999101
HARYANA,2006,Bus (Government),113,21,134,28.45000633,77.01999101
HARYANA,2006,Bus (Private),112,25,137,28.45000633,77.01999101
HARYANA,2006,Tempo/Vans (Government),7,5,12,28.45000633,77.01999101
HARYANA,2006,Tempo/Vans (Private),189,47,236,28.45000633,77.01999101
HARYANA,2006,Jeep (Government),8,1,9,28.45000633,77.01999101
HARYANA,2006,Jeep (Private),365,72,437,28.45000633,77.01999101
HARYANA,2006,Car (Government),17,0,17,28.45000633,77.01999101
HARYANA,2006,Car (Private),429,77,506,28.45000633,77.01999101
HARYANA,2006,Three Wheeler,237,46,283,28.45000633,77.01999101
HARYANA,2006,Two Wheeler,626,99,725,28.45000633,77.01999101
HARYANA,2006,Bicycle,174,25,199,28.45000633,77.01999101
HARYANA,2006,Pedestrian,323,27,350,28.45000633,77.01999101
HARYANA,2006,Others (Please Specify),551,72,623,28.45000633,77.01999101
HARYANA,2007,Truck/Lorry (Government),22,2,24,28.45000633,77.01999101
HARYANA,2007,Truck/Lorry (Private),657,40,697,28.45000633,77.01999101
HARYANA,2007,Bus (Government),96,15,111,28.45000633,77.01999101
HARYANA,2007,Bus (Private),130,22,152,28.45000633,77.01999101
HARYANA,2007,Tempo/Vans (Government),6,2,8,28.45000633,77.01999101
HARYANA,2007,Tempo/Vans (Private),252,22,274,28.45000633,77.01999101
HARYANA,2007,Jeep (Government),15,3,18,28.45000633,77.01999101
HARYANA,2007,Jeep (Private),430,41,471,28.45000633,77.01999101
HARYANA,2007,Car (Government),15,6,21,28.45000633,77.01999101
HARYANA,2007,Car (Private),584,68,652,28.45000633,77.01999101
HARYANA,2007,Three Wheeler,230,36,266,28.45000633,77.01999101
HARYANA,2007,Two Wheeler,702,79,781,28.45000633,77.01999101
HARYANA,2007,Bicycle,95,4,99,28.45000633,77.01999101
HARYANA,2007,Pedestrian,356,56,412,28.45000633,77.01999101
HARYANA,2007,Others (Please Specify),349,41,390,28.45000633,77.01999101
HARYANA,2008,Truck/Lorry (Government),0,0,0,28.45000633,77.01999101
HARYANA,2008,Truck/Lorry (Private),831,61,892,28.45000633,77.01999101
HARYANA,2008,Bus (Government),136,23,159,28.45000633,77.01999101
HARYANA,2008,Bus (Private),120,26,146,28.45000633,77.01999101
HARYANA,2008,Tempo/Vans (Government),0,0,0,28.45000633,77.01999101
HARYANA,2008,Tempo/Vans (Private),310,37,347,28.45000633,77.01999101
HARYANA,2008,Jeep (Government),4,3,7,28.45000633,77.01999101
HARYANA,2008,Jeep (Private),419,47,466,28.45000633,77.01999101
HARYANA,2008,Car (Government),0,0,0,28.45000633,77.01999101
HARYANA,2008,Car (Private),586,55,641,28.45000633,77.01999101
HARYANA,2008,Three Wheeler,256,38,294,28.45000633,77.01999101
HARYANA,2008,Two Wheeler,572,76,648,28.45000633,77.01999101
HARYANA,2008,Bicycle,119,5,124,28.45000633,77.01999101
HARYANA,2008,Pedestrian,421,40,461,28.45000633,77.01999101
HARYANA,2008,Others (Please Specify),440,55,495,28.45000633,77.01999101
HARYANA,2009,Truck/Lorry (Government),32,6,38,28.45000633,77.01999101
HARYANA,2009,Truck/Lorry (Private),680,49,729,28.45000633,77.01999101
HARYANA,2009,Bus (Government),191,27,218,28.45000633,77.01999101
HARYANA,2009,Bus (Private),167,22,189,28.45000633,77.01999101
HARYANA,2009,Tempo/Vans (Government),84,7,91,28.45000633,77.01999101
HARYANA,2009,Tempo/Vans (Private),186,22,208,28.45000633,77.01999101
HARYANA,2009,Jeep (Government),6,0,6,28.45000633,77.01999101
HARYANA,2009,Jeep (Private),344,68,412,28.45000633,77.01999101
HARYANA,2009,Car (Government),0,0,0,28.45000633,77.01999101
HARYANA,2009,Car (Private),448,74,522,28.45000633,77.01999101
HARYANA,2009,Three Wheeler,208,44,252,28.45000633,77.01999101
HARYANA,2009,Two Wheeler,743,95,838,28.45000633,77.01999101
HARYANA,2009,Bicycle,109,4,113,28.45000633,77.01999101
HARYANA,2009,Pedestrian,569,90,659,28.45000633,77.01999101
HARYANA,2009,Others (Please Specify),542,49,591,28.45000633,77.01999101
HARYANA,2010,Truck/Lorry (Government),38,0,38,28.45000633,77.01999101
HARYANA,2010,Truck/Lorry (Private),623,61,684,28.45000633,77.01999101
HARYANA,2010,Bus (Government),94,17,111,28.45000633,77.01999101
HARYANA,2010,Bus (Private),268,26,294,28.45000633,77.01999101
HARYANA,2010,Tempo/Vans (Government),4,0,4,28.45000633,77.01999101
HARYANA,2010,Tempo/Vans (Private),336,46,382,28.45000633,77.01999101
HARYANA,2010,Jeep (Government),2,0,2,28.45000633,77.01999101
HARYANA,2010,Jeep (Private),334,68,402,28.45000633,77.01999101
HARYANA,2010,Car (Government),20,2,22,28.45000633,77.01999101
HARYANA,2010,Car (Private),468,87,555,28.45000633,77.01999101
HARYANA,2010,Three Wheeler,169,37,206,28.45000633,77.01999101
HARYANA,2010,Two Wheeler,630,99,729,28.45000633,77.01999101
HARYANA,2010,Bicycle,109,11,120,28.45000633,77.01999101
HARYANA,2010,Pedestrian,534,70,604,28.45000633,77.01999101
HARYANA,2010,Others (Please Specify),722,131,853,28.45000633,77.01999101
HARYANA,2011,Truck/Lorry (Government),42,2,44,28.45000633,77.01999101
HARYANA,2011,Truck/Lorry (Private),623,62,685,28.45000633,77.01999101
HARYANA,2011,Bus (Government),95,18,113,28.45000633,77.01999101
HARYANA,2011,Bus (Private),105,20,125,28.45000633,77.01999101
HARYANA,2011,Tempo/Vans (Government),2,0,2,28.45000633,77.01999101
HARYANA,2011,Tempo/Vans (Private),232,49,281,28.45000633,77.01999101
HARYANA,2011,Jeep (Government),4,1,5,28.45000633,77.01999101
HARYANA,2011,Jeep (Private),372,43,415,28.45000633,77.01999101
HARYANA,2011,Car (Government),18,1,19,28.45000633,77.01999101
HARYANA,2011,Car (Private),478,69,547,28.45000633,77.01999101
HARYANA,2011,Three Wheeler,156,24,180,28.45000633,77.01999101
HARYANA,2011,Two Wheeler,864,61,925,28.45000633,77.01999101
HARYANA,2011,Bicycle,95,1,96,28.45000633,77.01999101
HARYANA,2011,Pedestrian,662,36,698,28.45000633,77.01999101
HARYANA,2011,Others (Please Specify),517,29,546,28.45000633,77.01999101
HARYANA,2012,Truck/Lorry (Government),4,0,4,28.45000633,77.01999101
HARYANA,2012,Truck/Lorry (Private),619,50,669,28.45000633,77.01999101
HARYANA,2012,Bus (Government),103,16,119,28.45000633,77.01999101
HARYANA,2012,Bus (Private),121,27,148,28.45000633,77.01999101
HARYANA,2012,Tempo/Vans (Government),0,0,0,28.45000633,77.01999101
HARYANA,2012,Tempo/Vans (Private),210,32,242,28.45000633,77.01999101
HARYANA,2012,Jeep (Government),4,1,5,28.45000633,77.01999101
HARYANA,2012,Jeep (Private),396,48,444,28.45000633,77.01999101
HARYANA,2012,Car (Government),0,1,1,28.45000633,77.01999101
HARYANA,2012,Car (Private),516,69,585,28.45000633,77.01999101
HARYANA,2012,Three Wheeler,239,46,285,28.45000633,77.01999101
HARYANA,2012,Two Wheeler,805,100,905,28.45000633,77.01999101
HARYANA,2012,Bicycle,100,0,100,28.45000633,77.01999101
HARYANA,2012,Pedestrian,556,46,602,28.45000633,77.01999101
HARYANA,2012,Others (Please Specify),460,29,489,28.45000633,77.01999101
HIMACHAL PRADESH,2001,Truck/Lorry (Government),1,0,1,31.10002545,77.16659704
HIMACHAL PRADESH,2001,Truck/Lorry (Private),159,15,174,31.10002545,77.16659704
